id,name,dob_m,dob_d,dob_y,height_ft,height_in,position_1,position_2,image
488,Walter Ayovi,8,11,1979,5,7,Defender,,
489,Juan Ayra,1,1,1911,,,Goalkeeper,,
490,Ramón Azeez,12,12,1992,5,6,Midfielder,,
491,Yao Aziawonou,11,30,1979,6,0,Midfielder,,
492,Khaled Aziz,7,14,1981,5,7,Midfielder,,
493,Khodadad Azizi,6,22,1971,5,6,Forward,,
494,Khalil Azmi,8,23,1964,,,Goalkeeper,,
495,Randall Azofeifa,12,30,1984,5,11,Midfielder,,
496,César Azpilicueta,8,28,1989,5,10,Defender,,
497,Rachid Azzouzi,1,10,1971,,,Midfielder,,
498,Espen Baardsen,12,7,1977,,,Goalkeeper,,
499,Tijani Babangida,9,25,1973,5,6,Forward,,
500,Michel Babatunde,12,24,1992,5,10,Midfielder,,
501,Celestine Babayaro,8,29,1978,5,7,Defender,,
502,Phil Babb,11,30,1970,,,Defender,,
503,Markus Babbel,9,8,1972,6,2,Defender,,
504,Ryan Babel,12,19,1986,6,0,Forward,,
505,Marko Babic,1,28,1981,6,1,Midfielder,,
506,Carlos Babington,9,20,1949,,,Forward,,
507,Mohammed Babkr,1,15,1973,6,1,Goalkeeper,,
508,Kabasu Babo,3,4,1950,,,Defender,,
509,Carlos Bacca,9,8,1986,5,10,Forward,,
510,Georgi Bachev,4,18,1977,,,Midfielder,,
511,Jo Backaert,8,5,1921,,,Midfielder,,
512,Milan Badelj,2,25,1989,6,1,Midfielder,,
513,Rene Bader,8,7,1922,,,Forward,,
514,Gabriel Badilla,6,30,1984,5,11,Defender,,
515,Arnold Badjou,6,25,1909,,,Goalkeeper,,
516,Khaled Badra,4,8,1973,6,0,Defender,,
517,Holger Badstuber,3,13,1989,6,2,Defender,,
518,Marc Baecke,7,24,1956,,,Defender,,
519,Ji Hoon Baek,2,28,1985,5,8,Midfielder,,
520,Heinz Baeni,11,18,1936,,,Midfielder,,
521,Melanio Baez,4,24,2016,,,Midfielder,,
522,Richart Baez,7,31,1973,5,10,Forward,,
523,Alberto Baeza,12,6,1938,,,Forward,,
524,Dino Baggio,7,24,1971,,,Midfielder,,
525,Roberto Baggio,2,18,1967,5,8,Forward,,
526,Karim Bagheri,2,20,1974,6,1,Midfielder,,
527,Salvatore Bagni,9,25,1956,,,Midfielder,,
528,Óscar Bagüí,12,10,1982,5,8,Defender,,
529,Ahmed Bahja,12,21,1970,,,Forward,,
530,Jassem Bahman,2,15,1958,,,Goalkeeper,,
531,Paul Bahoken,7,7,1955,,,Forward,,
532,Walter Bahr,4,1,1927,,,Midfielder,,
533,Gary Bailey,8,9,1958,,,Goalkeeper,,
534,Roberto Bailey,8,10,1952,,,Midfielder,,
535,Eddie Baily,8,6,1925,,,Forward,,
536,Leighton Baines,12,11,1984,5,6,Defender,,
537,Sammy Baird,5,13,1930,,,Midfielder,,
538,Dusan Bajevic,12,10,1948,,,Forward,,
539,Arkadiusz Bak,10,6,1974,5,9,Midfielder,,
540,Jacek Bak,3,24,1973,6,1,Defender,,
541,Colin Baker,12,18,1934,,,Midfielder,,
542,Tom Baker,4,6,1936,,,Midfielder,,
543,Jose Maria Bakero,2,11,1963,,,Midfielder,,
544,Sohrab Bakhtiarizadeh,9,11,1977,6,0,Defender,,
545,Beb Bakhuys,4,16,1909,,,Forward,,
546,Andrei Bal,2,16,1958,,,Midfielder,,
547,Bosko Balaban,10,15,1978,5,10,Forward,,
548,Krassimir Balakov,3,29,1966,,,Midfielder,,
549,Abel Balbo,6,1,1966,,,Forward,,
550,Marcelo Balboa,8,8,1967,,,Defender,,
551,Augustin Balbuena,9,1,1945,,,Forward,,
552,Tomas Balcazar,12,21,1931,,,Forward,,
553,Jorge Balderrama,12,12,1906,,,Midfielder,,
554,Julio Baldivieso,12,2,1971,,,Midfielder,,
555,Baldochi,3,14,1946,,,Defender,,
556,Hector Baley,11,16,1950,,,Goalkeeper,,
557,Gavril Balint,1,3,1963,,,Forward,,
558,Laszlo Balint,2,1,1948,,,Defender,,
559,Mirsad Baljic,3,4,1962,,,Defender,,
560,Alan Ball,5,12,1945,,,Midfielder,,
561,Erwin Ballabio,10,20,1918,,,Goalkeeper,,
562,Michael Ballack,9,26,1976,6,2,Midfielder,,
563,Robert Ballaman,6,21,1926,,,Forward,,
564,Enrique Ballestrero,1,18,1905,,,Goalkeeper,,
565,Istvan Balogh,9,21,1916,,,Midfielder,,
566,Mario Balotelli,8,12,1990,6,2,Forward,,
567,Brian Baloyi,3,16,1974,6,1,Goalkeeper,,
568,Sergei Baltacha,2,17,1958,,,Defender,,
569,Baltazar,1,14,1926,,,Forward,,
570,Souleymane Bamba,1,13,1985,6,2,Defender,,
571,Driss Bamous,12,15,1942,,,Midfielder,,
572,Bandeirinha,11,26,1962,,,Defender,,
573,Máximo Banguera,12,16,1985,6,2,Goalkeeper,,
574,Anatoli Banishevski,2,23,1946,,,Forward,,
575,Gordon Banks,12,30,1937,,,Goalkeeper,,
576,Jimmy Banks,9,2,1964,,,Defender,,
577,Tommy Banks,11,10,1929,,,Defender,,
578,James Bannatyne,6,30,1975,6,4,Goalkeeper,,
579,Victor Bannikov,4,28,1938,,,Goalkeeper,,
580,Eamonn Bannon,4,18,1958,,,Midfielder,,
581,Shraga Bar,3,24,1948,,,Defender,,
582,Edmond Baraffe,10,19,1942,,,Forward,,
583,Ruben Baraja,7,11,1975,5,10,Midfielder,,
584,Stanislaw Baran,4,20,1920,,,Forward,,
585,Dominique Baratelli,12,26,1947,,,Goalkeeper,,
586,Iuliu Baratky,5,14,1910,,,Forward,,
587,Geronimo Barbadillo,9,24,1952,,,Forward,,
588,Juan Barbas,8,23,1959,,,Midfielder,,
589,Barbosa,3,27,1921,,,Goalkeeper,,
590,Stefan Barbu,3,2,1908,,,Forward,,
591,Andrei Barbulescu,3,25,1917,,,Midfielder,,
592,Ruben Bareno,1,23,1944,,,Forward,,
593,Franco Baresi,5,8,1960,,,Defender,,
594,Giuseppe Baresi,2,7,1958,,,Midfielder,,
595,Angel Bargas,10,29,1946,,,Defender,,
596,Paolo Barison,6,23,1936,,,Forward,,
597,Ross Barkley,12,5,1993,6,2,Midfielder,,
598,Jozef Barmos,8,28,1954,,,Defender,,
599,John Barnes,11,7,1963,,,Midfielder,,
600,Tranquillo Barnetta,5,22,1985,5,9,Midfielder,,
601,Simone Barone,4,30,1978,5,10,Midfielder,,
602,Milan Baros,10,28,1981,5,11,Forward,,
603,Jacinto Barquin,9,3,1915,,,Defender,,
604,Hermidio Barrantes,9,2,1964,,,Goalkeeper,,
605,Michael Barrantes,10,4,1983,5,9,Midfielder,,
606,Pablo Barrera,6,21,1987,5,7,Forward,,
607,Rodrigo Barrera,3,30,1970,,,Forward,,
608,Diego Barreto,7,16,1981,5,11,Goalkeeper,,
609,Edgar Barreto,7,15,1984,5,10,Midfielder,,
610,Warren Barrett,9,7,1970,,,Goalkeeper,,
611,Jorge Barrios,1,24,1961,,,Midfielder,,
612,Lucas Barrios,11,13,1984,6,1,Forward,,
613,Andy Barron,12,24,1980,5,10,Midfielder,,
614,Boubacar Barry,12,30,1979,5,10,Goalkeeper,,
615,Gareth Barry,2,23,1981,5,10,Midfielder,,
616,Leopold Barschandt,8,12,1925,,,Defender,,
617,Claude Barthelemy,5,9,1945,,,Forward,,
618,Fabien Barthez,6,28,1971,5,11,Goalkeeper,,
619,Shaun Bartlett,10,31,1972,,,Forward,,
620,Jan Bartram,3,6,1962,,,Midfielder,,
621,Abiodun Baruwa,11,16,1974,,,Goalkeeper,,
622,Andrea Barzagli,5,8,1981,6,1,Defender,,
623,Juan Ignacio Basaguren,7,21,1944,,,Forward,,
624,José Basanta,4,3,1984,6,2,Defender,,
625,Mario Basler,12,18,1968,,,Midfielder,,
626,Estanislao Basora,11,18,1926,,,Forward,,
627,Dirimlili Basri,6,7,1929,,,Defender,,
628,Salaheddine Bassir,9,5,1972,,,Forward,,
629,Sebastien Bassong,7,9,1986,6,1,Defender,,
630,Dusan Basta,8,18,1984,6,0,Defender,,
631,Jean Bastien,6,21,1915,,,Midfielder,,
632,Yildiray Basturk,12,24,1978,5,6,Midfielder,,
633,Jose Basualdo,6,20,1963,,,Midfielder,,
634,Marcin Baszczynski,6,7,1977,6,0,Defender,,
635,Batatais,5,20,1910,,,Goalkeeper,,
636,Dominique Bathenay,2,13,1954,,,Midfielder,,
637,Batista,3,8,1955,,,Midfielder,,
638,Jose Batista,3,6,1962,,,Defender,,
639,Sergio Batista,11,9,1962,,,Midfielder,,
640,Gabriel Batistuta,2,1,1969,6,0,Forward,,
641,Joel Bats,1,4,1957,,,Goalkeeper,,
642,Jorge Battaglia,5,12,1960,,,Goalkeeper,,
643,Patrick Battiston,3,12,1957,,,Defender,,
644,David Batty,12,2,1968,,,Midfielder,,
645,Bauer,11,21,1925,,,Defender,Midfielder,
646,Hans Bauer,7,28,1927,,,Defender,,
647,Frank Baumann,10,29,1975,6,1,Defender,,
648,Ernst Baumeister,1,22,1957,,,Midfielder,,
649,Hubert Baumgartner,2,25,1955,,,Goalkeeper,,
650,Michael Baur,4,16,1969,,,Midfielder,,
651,Adolfo Bautista,5,15,1979,6,0,Forward,,
652,Edgardo Bauza,1,26,1958,,,Defender,,
653,Julio Baylon,12,10,1947,,,Midfielder,,
654,Pierre Bayonne,6,11,1949,,,Defender,,
655,Vladimir Beara,11,2,1928,,,Goalkeeper,,
656,Peter Beardsley,1,18,1961,,,Forward,,
657,Dave Beasant,3,20,1959,,,Goalkeeper,,
658,DaMarcus Beasley,5,24,1982,5,6,Midfielder,,
659,Michael Beauchamp,3,8,1981,6,3,Defender,,
660,Georges Beaucourt,4,15,1912,,,Defender,,
661,Jean Beausejour,6,1,1984,5,10,Forward,,
662,Bebeto,2,16,1964,,,Forward,,
663,Brayan Beckeles,11,28,1985,6,1,Defender,,
664,Franz Beckenbauer,9,11,1945,5,11,Defender,Midfielder,
665,Kyle Beckerman,4,23,1982,5,11,Midfielder,,
666,David Beckham,5,2,1975,6,0,Midfielder,,
667,Mikkel Beckmann,10,24,1983,5,10,Forward,,
668,Henri Bedimo,6,4,1984,5,10,Defender,,
669,Alejandro Bedoya,4,29,1987,5,10,Midfielder,,
670,Dick Been,4,24,2016,,,Defender,,
671,Erich Beer,12,9,1946,,,Midfielder,,
672,Walter Beerli,7,23,1928,,,Forward,,
673,Asmir Begovic,6,20,1987,6,5,Goalkeeper,,
674,Txiki Beguiristain,8,12,1964,,,Forward,,
675,Valon Behrami,4,19,1985,6,0,Midfielder,,
676,Hashem Beikzadeh,1,22,1984,6,2,Defender,,
677,Uwe Bein,9,26,1960,,,Midfielder,,
678,Steven Beitashour,2,1,1987,5,10,Defender,,
679,Hassen Bejaoui,2,14,1976,6,2,Goalkeeper,,
680,Ivica Bek,10,29,1909,,,Forward,,
681,Igor Belanov,9,25,1960,,,Forward,,
682,Raul Belen,7,1,1931,,,Forward,,
683,Nadir Belhadj,6,18,1982,5,10,Defender,,
684,Oleksiy Belik,2,15,1981,6,0,Forward,,
685,Bruno Belin,1,16,1929,,,Defender,,
686,Ernesto Belis,2,1,1909,,,Defender,,
687,Essaïd Belkalem,1,1,1989,6,2,Defender,,
688,Colin Bell,2,26,1946,,,Midfielder,,
689,Joseph-Antoine Bell,10,8,1954,,,Goalkeeper,,
690,Habib Bellaid,3,28,1986,6,2,Defender,,
691,Belletti,6,20,1976,5,10,Defender,,
692,Bellini,6,7,1930,,,Defender,,
693,Menachem Bello,12,26,1947,,,Defender,,
694,Bruno Bellone,3,14,1962,,,Forward,,
695,Raymond Bellot,9,6,1929,,,Forward,,
696,Lakhdar Belloumi,12,29,1958,,,Midfielder,,
697,Mauro Bellugi,2,7,1950,,,Defender,,
698,Jaime Belmonte,10,8,1934,,,Forward,,
699,Miodrag Belodedici,5,20,1964,,,Defender,,
700,Emre Belozoglu,9,7,1980,5,7,Midfielder,,
701,Vladimir Belyayev,4,24,2016,,,Goalkeeper,,
702,Faycal Ben Ahmed,3,7,1973,,,Midfielder,,
703,Lamine Ben Aziza,11,10,1952,,,Goalkeeper,,
704,Raouf Ben Aziza,9,23,1953,,,Forward,,
705,Abdel Kader Ben Bouali,10,25,1912,,,Defender,,
706,Allal Ben Kassou,1,1,1941,,,Goalkeeper,,
707,Alim Ben Mabrouk,6,25,1960,,,Midfielder,,
708,Mohamed Ben Moussa,4,5,1954,,,Forward,,
709,Agrebi Ben Rehaiem,3,20,1951,,,Midfielder,,
710,Eli Ben Rimoz,1,1,1947,,,Forward,,
711,Chaouki Ben Saada,7,1,1984,5,6,Forward,,
712,Mehdi Ben Slimane,1,1,1974,,,Forward,,
713,Imed Ben Younes,6,16,1974,,,Forward,,
714,Driss Ben Zekri,12,31,1970,,,Goalkeeper,,
715,Abdelaziz Ben-Tifour,7,25,1927,,,Midfielder,,
716,Slim Benachour,9,8,1981,5,6,Midfielder,,
717,Diego Benaglio,9,8,1983,6,3,Goalkeeper,,
718,Antonio Benarrivo,8,21,1968,,,Defender,,
719,Ali Bencheikh,1,9,1955,,,Midfielder,,
720,Jozsef Bencsis,8,6,1933,,,Forward,,
721,Jakob Bender,3,23,1910,,,Forward,,
722,Nicklas Bendtner,1,16,1988,6,4,Forward,,
723,Ferenc Bene,12,17,1944,,,Forward,,
724,Benedicto,5,10,1910,,,Forward,,
725,Michal Benedikovic,5,31,1923,,,Midfielder,,
726,Romeo Benetti,10,20,1945,,,Midfielder,,
727,Pablo Bengoechea,6,27,1965,,,Midfielder,,
728,Jerry Bengtson,4,8,1987,6,1,Forward,,
729,Cristian Benitez,5,1,1986,5,6,Forward,,
730,Edgar Benitez,11,8,1987,5,9,Forward,,
731,Miguel Benitez,5,19,1970,,,Forward,,
732,Pedro Benitez,4,24,2016,,,Goalkeeper,,
733,Santiago Benitez,1,1,1903,,,Midfielder,,
734,Delfin Benitez Caceres,10,24,1910,,,Forward,,
735,Fawzi Benkhalidi,2,3,1963,,,Midfielder,,
736,Boujamaa Benkhrif,1,1,1947,,,Defender,,
737,Tedj Bensaoula,12,1,1954,,,Forward,,
738,Yacine Bentala,9,24,1955,,,Goalkeeper,,
739,Nabil Bentaleb,11,24,1994,6,1,Midfielder,,
740,Roy Bentley,5,17,1924,,,Forward,,
741,Bento,6,25,1948,,,Goalkeeper,,
742,Benvenutto,8,8,1903,,,Midfielder,,
743,Karim Benzema,12,19,1987,6,1,Forward,,
744,Marc Berdoll,4,6,1953,,,Forward,,
745,Pal Berendy,11,30,1932,,,Midfielder,,
746,Vassili Berezutski,6,20,1982,6,2,Defender,,
747,Henning Berg,9,1,1969,,,Defender,,
748,Mario Bergara,12,1,1937,,,Forward,,
749,Jan Berger,11,27,1955,,,Midfielder,,
750,Philippe Bergeroo,1,13,1954,,,Goalkeeper,,
751,Pedro Berges,1,1,1906,,,Midfielder,,
752,Klaus Berggreen,2,3,1958,,,Midfielder,,
753,Dennis Bergkamp,5,10,1969,,,Forward,,
754,Orvar Bergmark,11,16,1930,,,Defender,,
755,Giuseppe Bergomi,12,22,1963,,,Defender,,
756,Curt Bergsten,4,24,2016,,,Forward,,
757,Gregg Berhalter,8,1,1973,6,1,Defender,,
758,Hugo Berly,12,31,1941,,,Defender,,
759,Jesus Bermudez,1,1,1902,,,Goalkeeper,,
760,Jorge Bermudez,6,18,1971,,,Defender,,
761,Marcelino Bernal,5,27,1962,,,Midfielder,,
762,Bernard,9,8,1992,5,6,Midfielder,,
763,Guenter Bernard,11,4,1939,,,Goalkeeper,,
764,Kurt Bernard,12,8,1977,6,0,Forward,,
765,Victor Bernardez,5,24,1982,6,1,Defender,,
766,Bengt Berndtsson,1,26,1933,,,Forward,,
767,Angel Berni,1,9,1931,,,Forward,,
768,Jens Bertelsen,2,15,1952,,,Defender,,
769,Thomas Berthold,11,12,1964,,,Defender,,
770,Nicola Berti,4,14,1967,,,Midfielder,,
771,Sergio Berti,2,17,1969,,,Midfielder,,
772,Mario Bertini,1,7,1944,,,Midfielder,,
773,Luigi Bertolini,9,13,1904,,,Midfielder,,
774,Daniel Bertoni,3,14,1955,,,Forward,,
775,Sergio Bertoni,9,23,1915,,,Forward,,
776,Leo Bertos,12,20,1981,5,9,Midfielder,,
777,Jean-Paul Bertrand-Demanes,5,13,1952,,,Goalkeeper,,
778,Vladimir Beschastnykh,4,1,1974,6,1,Forward,,
779,Muhamed Besic,9,10,1992,5,10,Defender,,
780,Matt Besler,2,11,1987,6,0,Defender,,
781,Vladimir Bessonov,3,5,1958,,,Defender,Midfielder,
782,Antonio Betancourt,3,13,1937,,,Goalkeeper,,
783,Porfirio Betancourt,10,10,1957,,,Forward,,
784,Beto,5,1,1982,6,0,Goalkeeper,,
785,Beto,5,3,1976,6,0,Defender,,
786,Jim Bett,11,25,1959,,,Midfielder,,
787,Roberto Bettega,12,27,1950,,,Forward,,
788,Jacques Beurlet,12,21,1944,,,Defender,,
789,Zoubeir Beya,5,15,1971,5,10,Midfielder,,
790,Habib Beye,10,19,1977,5,11,Defender,,
791,Amedeo Biavati,4,4,1915,,,Forward,,
792,Michel Bibard,11,30,1958,,,Defender,,
793,Ermin Bicakcic,1,24,1990,6,0,Defender,,
794,Josef Bican,9,25,1913,,,Forward,,
795,Fredy Bickel,5,12,1918,,,Forward,,
796,Thomas Bickel,10,6,1963,,,Midfielder,,
797,Premysl Bicovsky,8,18,1950,,,Midfielder,,
798,Abdellah Bidar,8,19,1967,,,Defender,,
799,Guillaume Bieganski,11,3,1932,,,Defender,,
800,Julius Bielik,3,8,1962,,,Defender,,
801,Oliver Bierhoff,5,1,1968,6,3,Forward,,
802,Uli Biesinger,8,6,1933,,,Midfielder,,
803,Heinz Bigler,12,21,1925,,,Midfielder,,
804,Lucas Biglia,1,30,1986,5,10,Midfielder,,
805,Bigode,4,4,1922,,,Midfielder,,
806,Vladimir Bigorra,8,9,1954,,,Defender,,
807,Michal Bilek,4,13,1965,,,Defender,,
808,Slaven Bilic,9,11,1968,,,Defender,,
809,Silviu Bindea,10,24,1912,,,Forward,,
810,Billy Bingham,8,5,1931,,,Forward,,
811,Jimmy Binning,7,25,1927,,,Forward,,
812,Antonio Biosca,12,8,1948,,,Defender,,
813,Christopher Birchall,5,5,1984,5,8,Midfielder,,
814,Mihaly Biro,4,24,2016,,,Forward,,
815,Sandor Biro,8,19,1911,,,Defender,,
816,Valter Birsa,8,7,1986,5,10,Midfielder,,
817,Majid Bishkar,8,6,1956,,,Forward,,
818,Anatoly Bishovets,4,23,1946,,,Forward,,
819,Bismarck,9,17,1969,,,Midfielder,,
820,Joe Bizera,5,17,1980,5,11,Defender,,
821,Renato Bizzozero,1,1,1912,,,Goalkeeper,,
822,Joachim Bjorklund,3,15,1971,6,0,Defender,,
823,Stig Bjornebye,12,11,1969,,,Defender,,
824,John Blackley,5,12,1948,,,Defender,,
825,Laurent Blanc,11,19,1965,6,2,Defender,,
826,Danny Blanchflower,2,10,1926,,,Midfielder,,
827,Carlos Blanco,3,5,1927,,,Forward,Midfielder,
828,Cuauhtemoc Blanco,1,17,1973,5,10,Forward,,
829,Ivano Blason,5,24,1923,,,Defender,,
830,Jaromir Blazek,12,29,1972,6,2,Goalkeeper,,
831,Daley Blind,3,9,1990,5,10,Defender,,
832,Danny Blind,8,1,1961,,,Defender,,
833,Brian Bliss,9,28,1965,,,Midfielder,,
834,Wolfgang Blochwitz,2,8,1941,,,Goalkeeper,,
835,Oleg Blokhin,11,5,1952,,,Forward,,
836,Jesper Blomqvist,2,5,1974,,,Midfielder,,
837,Jimmy Blyth,2,2,1955,,,Goalkeeper,,
838,Boa Morte,8,4,1977,5,10,Forward,,
839,Derek Boateng,5,2,1983,6,0,Midfielder,,
840,Jerome Boateng,9,3,1988,6,3,Defender,,
841,Kevin Prince Boateng,3,6,1987,5,11,Forward,,
842,Allan Boath,12,14,1958,,,Midfielder,,
843,Lobilo Boba,4,10,1950,,,Defender,,
844,Aldo Bobadilla,4,20,1976,6,3,Goalkeeper,,
845,Zvonimir Boban,10,8,1968,,,Midfielder,,
846,Stjepan Bobek,12,3,1923,,,Forward,,
847,Carlos Bocanegra,5,25,1979,6,0,Defender,,
848,Salvatore Bocchetti,11,30,1986,5,10,Defender,,
849,Ricardo Bochini,1,25,1954,,,Midfielder,,
850,Roger Bocquet,4,9,1921,,,Defender,,
851,Gilbert Bodart,9,2,1962,,,Goalkeeper,,
852,Marco Bode,7,23,1969,6,2,Forward,,
853,Iuliu Bodola,2,26,1912,,,Forward,,
854,Bela Bodonyi,9,14,1956,,,Forward,,
855,Laszlo Bodor,8,17,1933,,,Forward,,
856,Joerg Boehme,1,22,1974,5,10,Defender,,
857,Danny Boffin,7,10,1965,5,8,Midfielder,,
858,Winston Bogarde,10,22,1970,,,Defender,,
859,Ionica Bogdan,3,6,1915,,,Forward,,
860,Kasper Bogelund,10,8,1980,5,10,Defender,,
861,Norberto Boggio,8,11,1931,,,Forward,,
862,Alain Boghossian,10,27,1970,6,0,Midfielder,,
863,Vladislav Bogicevic,11,7,1950,,,Defender,,
864,Gyorgy Bognar,11,5,1961,,,Forward,,
865,Lars Bohinen,9,8,1969,,,Midfielder,,
866,Arthur Boka,4,2,1983,5,5,Defender,,
867,Alen Boksic,1,21,1970,6,1,Forward,,
868,Jorge Bolano,4,28,1977,5,7,Midfielder,,
869,Christian Bolaños,5,17,1984,5,9,Midfielder,,
870,Mario Bolatti,2,17,1985,6,2,Midfielder,,
871,Mathis Bolly,11,14,1990,6,0,Midfielder,,
872,Josef Bomba,3,30,1939,,,Defender,,
873,Roberto Bonano,1,24,1970,6,1,Goalkeeper,,
874,Adrian Bone,11,24,1988,6,2,Goalkeeper,,
875,Carlos Bonet,10,2,1977,5,9,Midfielder,,
876,Peter Bonetti,9,27,1941,,,Goalkeeper,,
877,Hristo Bonev,2,3,1947,,,Midfielder,,
878,Oscar Bonfiglio,10,5,1905,,,Goalkeeper,,
879,Gaetan Bong,4,25,1988,6,0,Defender,,
880,Rainer Bonhof,3,29,1952,,,Midfielder,,
881,Zbigniew Boniek,3,3,1956,,,Forward,,
882,Roberto Boninsegna,11,13,1943,,,Forward,,
883,Giampiero Boniperti,7,4,1928,,,Forward,,
884,Joseph Bonnel,1,4,1939,,,Midfielder,,
885,Pat Bonner,5,24,1960,,,Goalkeeper,,
886,Leonardo Bonucci,5,1,1987,6,2,Defender,,
887,Eduardo Bonvallet,1,13,1955,,,Midfielder,,
888,Wilfried Bony,12,10,1988,5,11,Forward,,
889,Mike Bookie,9,12,1904,,,Midfielder,,
890,Matthew Booth,3,14,1977,6,5,Defender,,
891,Scott Booth,12,16,1971,,,Forward,,
892,George Borba,7,12,1944,,,Forward,,
893,Jose Borbolla,1,31,1920,,,Forward,,
894,Ivano Bordon,4,13,1951,6,1,Goalkeeper,,
895,Felice Borel,4,5,1914,,,Forward,,
896,Jorge Borelli,11,2,1964,,,Defender,,
897,Hasse Borg,8,4,1953,,,Defender,,
898,Carlos Borges,1,14,1932,,,Forward,,
899,Celso Borges,5,27,1988,6,1,Midfielder,,
900,Jared Borgetti,8,14,1973,5,11,Forward,,
901,Claudio Borghi,9,28,1964,,,Midfielder,,
902,Frank Borghi,4,9,1925,,,Goalkeeper,,
903,Arash Borhani,9,14,1983,5,8,Forward,,
904,Daniel Borimirov,1,15,1970,,,Midfielder,,
905,Krasimir Borisov,4,8,1950,,,Forward,,
906,Carlos Borja,12,25,1956,,,Midfielder,,
907,Enrique Borja,12,30,1945,,,Forward,,
908,Felix Borja,4,2,1983,5,10,Forward,,
909,Reino Borjesson,2,4,1929,,,Midfielder,,
910,Vital Borkelmans,6,1,1963,,,Defender,,
911,Jonathan Bornstein,11,7,1984,5,8,Defender,,
912,Aleksandr Borodyuk,11,30,1962,,,Forward,Midfielder,
913,Parviz Boromand,9,11,1972,,,Goalkeeper,,
914,Jaroslav Borovicka,1,26,1931,,,Forward,,
915,Sergei Borovski,1,29,1956,,,Defender,,
916,Tim Borowski,5,2,1980,6,4,Midfielder,,
917,Artur Boruc,2,20,1980,6,3,Goalkeeper,,
918,Bartosz Bosacki,12,20,1975,6,2,Defender,,
919,Sander Boschker,10,20,1970,6,0,Goalkeeper,,
920,Johan Boskamp,10,21,1948,,,Midfielder,,
921,Vujadin Boskov,5,16,1931,,,Midfielder,,
922,John Bosman,2,1,1965,,,Forward,,
923,Ivan Bosnjak,2,6,1979,5,10,Forward,,
924,Bernard Bosquier,6,19,1942,,,Defender,,
925,Giuseppe Bossi,8,29,1911,,,Forward,,
926,Angel Bossio,5,5,1905,,,Goalkeeper,,
927,Miguel Bossio,2,10,1960,,,Midfielder,,
928,Maxime Bossis,6,26,1955,,,Defender,,
929,Sammy Bossut,8,11,1985,6,1,Goalkeeper,,
930,Juan Botasso,10,23,1908,,,Goalkeeper,,
931,Riadh Bouazizi,4,8,1973,6,1,Midfielder,,
932,Jaroslav Boucek,11,13,1912,,,Midfielder,,
933,Ryad Boudebouz,2,19,1990,5,10,Midfielder,,
934,Aziz Bouderbala,12,26,1960,,,Midfielder,,
935,Madjid Bougherra,10,7,1982,6,2,Defender,,
936,Mounir Boukadida,10,24,1967,6,0,Defender,,
937,Alioum Boukar,1,3,1972,5,10,Goalkeeper,,
938,Khalid Boulahrouz,12,28,1981,6,0,Defender,,
939,Ali Boumnijel,4,13,1966,6,2,Goalkeeper,,
940,Jean-Alain Boumsong,12,14,1979,6,2,Defender,,
941,Francois Bourbotte,2,24,1913,,,Defender,,
942,Abdelmajid Bourebbou,3,16,1951,,,Forward,,
943,Desire Bourgeois,12,13,1908,,,Midfielder,,
944,Noureddine Bouyahyaoui,1,7,1955,,,Defender,,
945,Abdelmajid Bouyboud,10,24,1966,,,Midfielder,,
946,Raouf Bouzaiene,8,16,1970,5,8,Defender,,
947,Dave Bowen,6,7,1928,,,Midfielder,,
948,Tomas Boy,6,6,1952,,,Midfielder,,
949,Tom Boyd,11,24,1965,,,Defender,,
950,Walter Boyd,1,1,1972,,,Forward,,
951,John Boye,4,23,1987,6,0,Defender,,
952,Andy Boyens,9,18,1983,6,3,Defender,,
953,Oliver Bozanic,1,8,1989,5,9,Midfielder,,
954,Jozsef Bozsik,11,28,1925,,,Midfielder,,
955,Edson Braafheid,4,8,1983,5,8,Defender,,
956,Peter Brabrook,11,8,1937,,,Forward,,
957,Francois Bracci,11,3,1951,,,Defender,,
958,Vojtech Bradac,10,6,1913,,,Forward,,
959,Michael Bradley,7,31,1987,6,0,Midfielder,,
960,Robert Braet,2,11,1912,,,Goalkeeper,,
961,Yacine Brahimi,2,8,1990,5,8,Midfielder,,
962,Pierre Braine,10,26,1900,,,Midfielder,,
963,Raymond Braine,4,28,1907,,,Forward,,
964,Branco,4,4,1964,,,Defender,,
965,Brandao,4,21,1911,,,Midfielder,,
966,Brandaozinho,6,9,1925,,,Defender,,
967,Ernie Brandts,2,3,1956,,,Defender,,
968,Bernd Bransch,9,24,1944,,,Defender,,
969,Rune Bratseth,3,19,1961,,,Defender,,
970,Georg Braun,2,22,1907,,,Forward,,
971,Coloman Braun-Bogdan,10,13,1905,,,Forward,,
972,Claudio Bravo,4,13,1983,6,0,Goalkeeper,,
973,Omar Bravo,3,4,1980,5,8,Forward,,
974,Sergio Bravo,1,1,1927,,,Defender,,
975,Alan Brazil,6,15,1959,,,Forward,,
976,Miso Brecko,5,1,1984,5,7,Defender,,
977,Gary Breen,12,12,1973,6,2,Defender,,
978,Georges Bregy,1,17,1958,,,Midfielder,,
979,Andreas Brehme,11,9,1960,,,Defender,,
980,Gerhard Breitenberger,10,14,1954,,,Defender,,
981,Paul Breitner,9,5,1951,,,Defender,Midfielder,
982,Billy Bremner,12,9,1942,,,Midfielder,,
983,Randall Brenes,8,13,1983,5,8,Forward,,
